spec,lat,long
phlegopsis,-9.5593,-56.3247
phlegopsis,-4.6004,-56.3192
phlegopsis,-4.5567,-56.3153
phlegopsis,-4.5459,-56.3114
phlegopsis,-9.9263,-56.3088
phlegopsis,-4.55,-56.3063
phlegopsis,-4.549,-56.3038
phlegopsis,-4.5279,-56.302
phlegopsis,-4.495,-56.300278
phlegopsis,-4.5167,-56.3001
phlegopsis,-4.4704,-56.2838
phlegopsis,-4.4706,-56.2837
phlegopsis,-4.4731,-56.2824
phlegopsis,-4.42,-56.28
phlegopsis,-2.6183,-56.1982
phlegopsis,-2.6126,-56.1973
phlegopsis,-2.5033,-56.1943
phlegopsis,-2.6,-56.183333
phlegopsis,-9.6278,-56.146
phlegopsis,-9.621,-56.1396
phlegopsis,-2.4866,-56.1151
phlegopsis,-2.4868,-56.115
phlegopsis,-9.876,-56.0974
phlegopsis,-2.4611,-56.0197
phlegopsis,-9.4198,-56.0159
phlegopsis,-2.4715,-56.0045
phlegopsis,-2.4714,-56.004
phlegopsis,-2.4711,-56.0036
phlegopsis,-9.2467,-55.988
phlegopsis,-4.2833,-55.9833
phlegopsis,-9.5888,-55.9402
phlegopsis,-9.641,-55.9383
phlegopsis,-9.6108,-55.9372
phlegopsis,-9.5987,-55.9367
phlegopsis,-9.6018,-55.9357
phlegopsis,-9.5988,-55.9337
phlegopsis,-9.5929,-55.9333
phlegopsis,-9.5962,-55.9326
phlegopsis,-9.5955,-55.9326
phlegopsis,-9.5975,-55.9325
phlegopsis,-9.5971,-55.9323
phlegopsis,-9.6146,-55.9322
phlegopsis,-9.5988,-55.9322
phlegopsis,-9.5977,-55.9321
phlegopsis,-9.5981,-55.932
phlegopsis,-9.5983,-55.9318
phlegopsis,-9.641,-55.9316
phlegopsis,-9.5975,-55.9315
phlegopsis,-9.5974,-55.9315
phlegopsis,-9.5968,-55.9315
phlegopsis,-9.5976,-55.9314
phlegopsis,-9.5975,-55.9314
phlegopsis,-9.5973,-55.9311
phlegopsis,-9.5973,-55.931
phlegopsis,-9.5974,-55.9308
phlegopsis,-9.5979,-55.9307
phlegopsis,-9.6051,-55.93
phlegopsis,-9.6025,-55.9296
phlegopsis,-9.5986,-55.9294
phlegopsis,-9.6027,-55.9291
phlegopsis,-9.6026,-55.929
phlegopsis,-9.6009,-55.9229
phlegopsis,-9.6008,-55.9228
phlegopsis,-9.5867,-55.9225
phlegopsis,-9.5908,-55.9224
phlegopsis,-9.586,-55.9222
phlegopsis,-9.5733,-55.9215
phlegopsis,-9.5843,-55.9213
phlegopsis,-9.5857,-55.9198
phlegopsis,-2.5623,-55.9183
phlegopsis,-9.5586,-55.913
phlegopsis,-9.5463,-55.9086
phlegopsis,-9.5649,-55.9061
phlegopsis,-2.5582,-55.905
phlegopsis,-9.5381,-55.9032
phlegopsis,-2.5573,-55.9017
phlegopsis,-9.45,-55.9
phlegopsis,-9.4502,-55.898
phlegopsis,-9.5192,-55.8962
phlegopsis,-3.15,-55.816667
phlegopsis,-2.39825,-55.788361
phlegopsis,-9.7844,-55.742
phlegopsis,-7.129556,-55.717417
phlegopsis,-11.7522,-55.639
phlegopsis,-11.7522,-55.6389
phlegopsis,-11.7523,-55.6349
phlegopsis,-11.773,-55.6239
phlegopsis,-4.6667,-55.6167
phlegopsis,-3.705,-55.591667
phlegopsis,-7.0833,-55.5833
phlegopsis,-7.1425,-55.5527
phlegopsis,-3.5,-55.5
phlegopsis,-4.60875,-55.496556
phlegopsis,-7.1501,-55.4834
phlegopsis,-3.316667,-55.333333
phlegopsis,-4.540833,-55.210639
phlegopsis,-3.35,-55.2
phlegopsis,-2.586833,-55.195167
phlegopsis,-5.491306,-55.138306
phlegopsis,-2.8333,-55.1333
phlegopsis,-3.0883,-55.1262
phlegopsis,-2.806,-55.0354
phlegopsis,-2.8437,-55.0349
phlegopsis,-3.019,-55.0065
phlegopsis,-2.9284,-55.0024
phlegopsis,-3.294,-54.998
phlegopsis,-2.9374,-54.9882
phlegopsis,-2.8111,-54.9793
phlegopsis,-3.3291,-54.9724
phlegopsis,-3.2399,-54.9715
phlegopsis,-2.8617,-54.9655
phlegopsis,-3.3578,-54.9652
phlegopsis,-3.2964,-54.9633
phlegopsis,-3.3217,-54.9608
phlegopsis,-2.8565,-54.9586
phlegopsis,-2.9217,-54.9507
phlegopsis,-3.3558,-54.9494
phlegopsis,-3.356111,-54.949167
phlegopsis,-2.9011,-54.9379
phlegopsis,-3.3481,-54.9291
phlegopsis,-2.8861,-54.9285
phlegopsis,-2.8618,-54.918
phlegopsis,-2.8189,-54.8823
phlegopsis,-3.0006,-54.8786
phlegopsis,-2.9995,-54.8764
phlegopsis,-3.1298,-54.8585
phlegopsis,-3.019,-54.8575
phlegopsis,-3.2827,-54.8542
phlegopsis,-3.4644,-54.8073
phlegopsis,-3.055,-54.803
phlegopsis,-2.7055,-54.786
phlegopsis,-2.7259,-54.7766
phlegopsis,-2.4333,-54.7
phlegopsis,-2.4,-54.6833
phlegopsis,-3.47294,-54.56546
phlegopsis,-2.659,-54.4662
phlegopsis,-2.4,-54.08
phlegopsis,-3.6777,-53.5675
phlegopsis,-3.3745,-52.5699
phlegopsis,-6.9572,-52.5516
phlegopsis,-3.2624,-52.3808
phlegopsis,-3.65,-52.37
phlegopsis,-3.65,-52.367
phlegopsis,-3.3329,-52.2712
phlegopsis,-3.2,-52.2
phlegopsis,-3.1805,-52.1806
phlegopsis,-6.6478,-51.9958
phlegopsis,-3.3769,-51.9295
phlegopsis,-2.5878,-51.9055
phlegopsis,-3.3346,-51.8792
phlegopsis,-2.5476,-51.807
phlegopsis,-2.6481,-51.8069
phlegopsis,-2.552,-51.7858
phlegopsis,-6.6482,-51.6953
phlegopsis,-1.95,-51.6
phlegopsis,-3.0514,-51.5023
phlegopsis,-3.0592,-51.4955
phlegopsis,-3.0595,-51.4953
phlegopsis,-3.0601,-51.4949
phlegopsis,-3.0609,-51.4943
phlegopsis,-3.0657,-51.4911
phlegopsis,-3.0663,-51.4847
phlegopsis,-3.0743,-51.4806
phlegopsis,-3.0744,-51.4804
phlegopsis,-1.7374,-51.4554
phlegopsis,-1.8298,-51.4357
phlegopsis,-3.931,-51.073
phlegopsis,-3.9297,-51.0704
phlegopsis,-3.9278,-51.0659
phlegopsis,-4.0133,-51.0575
phlegopsis,-3.9729,-51.0561
phlegopsis,-4.0425,-51.0435
phlegopsis,-4.0508,-51.0195
phlegopsis,-4.0495,-51.018
phlegopsis,-4.0488,-51.017
phlegopsis,-4.049,-51.0167
phlegopsis,-4.0488,-51.0166
phlegopsis,-3.8463,-51.0019
phlegopsis,-3.8506,-50.7968
phlegopsis,-3.8502,-50.7967
phlegopsis,-3.8497,-50.7965
phlegopsis,-3.8492,-50.7965
phlegopsis,-3.8486,-50.7963
phlegopsis,-3.846,-50.7939
phlegopsis,-3.8452,-50.7928
phlegopsis,-3.8411,-50.7923
phlegopsis,-3.8438,-50.7919
phlegopsis,-3.8427,-50.7915
phlegopsis,-3.8368,-50.791
phlegopsis,-4.5001,-50.7895
phlegopsis,-4.4964,-50.7865
phlegopsis,-4.4019,-50.7645
phlegopsis,-4.3996,-50.7611
phlegopsis,-4.5566,-50.7528
phlegopsis,-1.8605,-50.6641
phlegopsis,-2.1082,-50.6254
phlegopsis,-6.1566,-50.5901
phlegopsis,-6.0432,-50.5695
phlegopsis,-6.0443,-50.5635
phlegopsis,-6.0341,-50.5567
phlegopsis,-9.7008,-50.5217
phlegopsis,-5.5561,-50.5156
phlegopsis,-6.0116,-50.501
phlegopsis,-6.3246,-50.4501
phlegopsis,-6.1242,-50.4382
phlegopsis,-6.3276,-50.4216
phlegopsis,-6.3256,-50.4174
phlegopsis,-6.327,-50.4123
phlegopsis,-5.9633,-50.3586
phlegopsis,-6.3787,-50.3576
phlegopsis,-9.8354,-50.3568
phlegopsis,-6.1745,-50.3495
phlegopsis,-6.145,-50.3458
phlegopsis,-6.3839,-50.3389
phlegopsis,-6.163,-50.338
phlegopsis,-9.7326,-50.3253
phlegopsis,-6.0947,-50.3112
phlegopsis,-6.1802,-50.2968
phlegopsis,-6.0896,-50.2968
phlegopsis,-9.68,-50.2918
phlegopsis,-6.1863,-50.2786
phlegopsis,-6.1827,-50.2703
phlegopsis,-6.0523,-50.2608
phlegopsis,-6.0504,-50.1917
phlegopsis,-6.4539,-50.1486
phlegopsis,-6.0428,-50.121
phlegopsis,-6.0428,-50.0916
phlegopsis,-6.0432,-50.0896
phlegopsis,-6.0313,-50.0895
phlegopsis,-6.0607,-50.0608
phlegopsis,-5.6046,-50.0499
phlegopsis,-5.6048,-50.048
phlegopsis,-5.6049,-50.0474
phlegopsis,-5.6047,-50.0472
phlegopsis,-6.0882,-50.0345
phlegopsis,-6.0884,-50.0341
phlegopsis,-6.1089,-50.0084
phlegopsis,-6.0643,-49.9203
phlegopsis,-6.0661,-49.9188
phlegopsis,-1.6704,-49.8469
phlegopsis,-2.25,-49.5
phlegopsis,-5.659,-49.4815
phlegopsis,-5.6638,-49.4742
phlegopsis,-6.6046,-49.3609
phlegopsis,-6.6046,-49.3608
phlegopsis,-6.605,-49.3604
phlegopsis,-8.0654,-49.36
phlegopsis,-5.4214,-49.1156
phlegopsis,-5.4213,-49.1155
phlegopsis,-5.4116,-49.1152
phlegopsis,-5.6358,-49.1063
