"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"
"G_cy_T26252_pu"	0.171345881	0.173980105	0.174742643	0.172714984	0.171848463	0.172195071	0.049079755	0.173529514	0.169075595	0.171675159	0.170184742	0.172073758	0.169595508	0.172905619	0.152473051	0.149440227	0.149284254	0.154777997	0.153443555	0.16514159	0.163893799	0.112127829	0.107864545	0.141156286	0.105940869	0.098783404	0.151623861	0.169560847	0.174118748	0.168676996	0.171571176	0.170808637	0.171467194	0.163477869	0.163547191	0.167082597	0.166268067	0.153460885	0.167134588	0.062770788	0.059200721	0	0.137135628	0.149821497	0.156268414	0.153426224	0.153530207	0.156632352	0.16474299	0.149734845	0.165054937
"G_cy_T310_In"	0.188901598	0.19184777	0.193060899	0.190998579	0.189300198	0.189716128	0.141086964	0.190773283	0.189126893	0.19065197	0.190132058	0.190773283	0.188364355	0.192991577	0.180738969	0.180167065	0.179560501	0.185504835	0.182437351	0.190877266	0.189872101	0.146320751	0.145488891	0.11628713	0.143981145	0.14337458	0.180721639	0.189230876	0.193060899	0.196838931	0.199698451	0.18940418	0.190166719	0.19105057	0.191085231	0.193407508	0.194187377	0.123808533	0.193182212	0.142369415	0.145350248	0.137135628	0	0.12283803	0.12529895	0.125992167	0.182870611	0.18489827	0.192246369	0.122716717	0.19144917
"G_cy_T3343_jigu"	0.201691449	0.201552806	0.204949568	0.203337839	0.199837094	0.201916745	0.152282417	0.201691449	0.202748605	0.203580465	0.201466154	0.204013726	0.20091158	0.205608125	0.195747114	0.194585976	0.192350352	0.198710617	0.197896087	0.204568299	0.203181865	0.158313403	0.158660012	0.119475928	0.157880143	0.157862812	0.194204707	0.201916745	0.204706943	0.210183356	0.213077536	0.201292849	0.202575301	0.204256352	0.203840421	0.205989394	0.206387993	0.103289314	0.206422654	0.155852483	0.156441718	0.149821497	0.12283803	0	0.10148695	0.102769401	0.197046896	0.199178538	0.206491976	0.10230148	0.203996395
"G_cy_T3384_jigu"	0.204706943	0.205504142	0.208866244	0.206145368	0.204828256	0.205764098	0.157100274	0.205989394	0.205556133	0.206769263	0.206526637	0.207722436	0.203129874	0.208103705	0.199941077	0.1980174	0.197168209	0.201760771	0.20254064	0.206751932	0.206474646	0.16351253	0.163651173	0.122214135	0.160341063	0.162611348	0.198156043	0.206110707	0.207583793	0.211951059	0.21446397	0.206630619	0.205244186	0.207237184	0.207306506	0.210287338	0.210027382	0.101348307	0.209160861	0.160497036	0.16188347	0.156268414	0.12529895	0.10148695	0	0.103497279	0.199923746	0.203095213	0.20787841	0.105282313	0.207739766
"G_cy_T3385_jigu"	0.201795432	0.203736439	0.206578628	0.205486812	0.203199196	0.203615126	0.1565457	0.203701778	0.203511143	0.204343004	0.201951405	0.205469481	0.20132751	0.207445149	0.199559807	0.197566809	0.195816436	0.201275519	0.201500815	0.208173027	0.207375828	0.16351253	0.162022114	0.12079304	0.161242245	0.161606183	0.197705452	0.203268518	0.206821254	0.213476136	0.214741257	0.202436657	0.205036221	0.207687775	0.206717271	0.209802087	0.209680774	0.100516447	0.209264844	0.158660012	0.160566358	0.153426224	0.125992167	0.102769401	0.103497279	0	0.199161208	0.202852587	0.209784756	0.101677585	0.207982392
"G_cy_T363_ma"	0.162351392	0.164812312	0.16803577	0.165696163	0.161294236	0.165869467	0.152975633	0.165713493	0.160497036	0.162646009	0.161536862	0.163495199	0.161190253	0.164604346	0.082960729	0.083290007	0.08420852	0.08831583	0.083931233	0.142525389	0.142352085	0.152559703	0.15446605	0.1857128	0.152577034	0.154154102	0.077952237	0.16146754	0.167134588	0.146442064	0.152178434	0.16392846	0.163235243	0.14172819	0.142213441	0.142490728	0.144414405	0.197948078	0.144761013	0.153911476	0.156095109	0.153530207	0.182870611	0.197046896	0.199923746	0.199161208	0	0.078004229	0.143686527	0.195435167	0.142300094
"G_cy_T364_ma"	0.164552355	0.166077432	0.167429205	0.168971613	0.164223077	0.169144917	0.155765831	0.165072268	0.162004783	0.165401546	0.162178087	0.165314894	0.16474299	0.16926623	0.082250182	0.085941562	0.083844581	0.092180514	0.088073204	0.14708329	0.1450383	0.157914804	0.15611244	0.188364355	0.156164431	0.157880143	0.080846418	0.164257738	0.168191744	0.151554539	0.155141936	0.166926623	0.166718658	0.146563377	0.145766178	0.146459395	0.146130117	0.20091158	0.148625698	0.156874978	0.158781325	0.156632352	0.18489827	0.199178538	0.203095213	0.202852587	0.078004229	0	0.147932481	0.19843333	0.147343246
"G_cy_T6579_pa"	0.169370212	0.171831132	0.174811965	0.170115421	0.169976777	0.170392707	0.164985616	0.170618003	0.170358047	0.1692489	0.169942116	0.170271394	0.168313057	0.17214308	0.144293092	0.144033136	0.141069634	0.148261759	0.14668469	0.06819521	0.068368514	0.165054937	0.164535025	0.194083394	0.164413712	0.167446536	0.142438737	0.17091262	0.173598835	0.073602301	0.099684586	0.170150081	0.1692489	0.068021906	0.069373679	0.07231985	0.070118887	0.206526637	0.069079061	0.165921459	0.16803577	0.16474299	0.192246369	0.206491976	0.20787841	0.209784756	0.143686527	0.147932481	0	0.204048387	0.068801775
"G_cy_T7636_In"	0.201362171	0.201466154	0.205694777	0.203597796	0.202280684	0.201622127	0.152091782	0.202159371	0.202627292	0.202869918	0.201518145	0.202298014	0.199299851	0.205244186	0.195487158	0.194984576	0.192748952	0.197757443	0.197012235	0.202436657	0.203407161	0.159162594	0.160479706	0.119701224	0.159526533	0.157741499	0.194603307	0.203216526	0.20462029	0.209368826	0.209212852	0.199611799	0.202835257	0.202159371	0.202921909	0.206214689	0.205954733	0.100395134	0.20418703	0.156632352	0.156389727	0.149734845	0.122716717	0.10230148	0.105282313	0.101677585	0.195435167	0.19843333	0.204048387	0	0.203251187
"G_cy_T9133_pa"	0.169300891	0.169474195	0.173009601	0.169144917	0.167273231	0.168832969	0.16599078	0.169578178	0.167758483	0.168486361	0.168278396	0.169647499	0.167099927	0.171137915	0.144431735	0.141260268	0.142525389	0.147291255	0.146442064	0.067744619	0.066462168	0.165401546	0.165401546	0.195053898	0.162957956	0.169006274	0.141988146	0.167342553	0.17172715	0.071141382	0.097743579	0.170669994	0.168174413	0.067744619	0.068472497	0.068576479	0.067900593	0.205105542	0.067519323	0.165644172	0.168728987	0.165054937	0.19144917	0.203996395	0.207739766	0.207982392	0.142300094	0.147343246	0.068801775	0.203251187	0
